ReactionID,Reaction,UniprotID,EC,ReactionRule
LYSCYSHISr,-2.0 H2O + -1.0 Lysyl-Cysteinyl-Histidine <--> 1.0 cysteine + 1.0 histidine + 1.0 lysine,[],NA,
LYSGLNPHEr,-2.0 H2O + -1.0 Lysyl-Glutaminyl-Phenylalanine <--> 1.0 glutamine + 1.0 lysine + 1.0 phenylalanine,[],NA,
LYSGLUGLUr,-2.0 H2O + -1.0 Lysyl-Glutamyl-Glutamate <--> 2.0 glutamate + 1.0 lysine,[],NA,
LYSLYSLYSr,-2.0 H2O + -1.0 Lysyl-Lysyl-Lysine <--> 3.0 lysine,[],NA,
LYSPHEILEr,-2.0 H2O + -1.0 Lysyl-Phenylalanyl-Isoleucine <--> 1.0 isoleucine + 1.0 lysine + 1.0 phenylalanine,[],NA,
LYSTRPARGr,-2.0 H2O + -1.0 Lysyl-Tryptophanyl-Arginine <--> 1.0 arginine + 1.0 lysine + 1.0 tryptophan,[],NA,
LYSTYRILEr,-2.0 H2O + -1.0 Lysyl-Tyrosyl-Isoleucine <--> 1.0 isoleucine + 1.0 lysine + 1.0 tyrosine,[],NA,
LYSVALPHEr,-2.0 H2O + -1.0 Lysyl-Valyl-Phenylalanine <--> 1.0 lysine + 1.0 phenylalanine + 1.0 valine,[],NA,
LYSVALTRPr,-2.0 H2O + -1.0 Lysyl-Valyl-Tryptophan <--> 1.0 lysine + 1.0 tryptophan + 1.0 valine,[],NA,
METARGLEUr,-2.0 H2O + -1.0 Methionyl-Arginyl-Leucine <--> 1.0 arginine + 1.0 leucine + 1.0 methionine,[],NA,
METASNTYRr,-2.0 H2O + -1.0 Methionyl-Asparaginyl-Tyrosine <--> 1.0 asparagine + 1.0 methionine + 1.0 tyrosine,[],NA,
METGLNTYRr,-2.0 H2O + -1.0 Methionyl-Glutaminyl-Tyrosine <--> 1.0 glutamine + 1.0 methionine + 1.0 tyrosine,[],NA,
METGLYARGr,-2.0 H2O + -1.0 Methionyl-Glycyl-Arginine <--> 1.0 arginine + 1.0 glycine + 1.0 methionine,[],NA,
METHISLYSr,-2.0 H2O + -1.0 Methionyl-Histidyl-Lysine <--> 1.0 histidine + 1.0 lysine + 1.0 methionine,[],NA,
METMETILEr,-2.0 H2O + -1.0 Methionyl-Methionyl-Isoleucine <--> 1.0 isoleucine + 2.0 methionine,[],NA,
METPHEARGr,-2.0 H2O + -1.0 Methionyl-Phenylalanyl-Arginine <--> 1.0 arginine + 1.0 methionine + 1.0 phenylalanine,[],NA,
METTRPPHEr,-2.0 H2O + -1.0 Methionyl-Tryptophanyl-Phenylalanine <--> 1.0 methionine + 1.0 phenylalanine + 1.0 tryptophan,[],NA,
PHEASNMETr,-2.0 H2O + -1.0 Phenylalanyl-Asparaginyl-Methionine <--> 1.0 asparagine + 1.0 methionine + 1.0 phenylalanine,[],NA,
PHEASPr,-1.0 H2O + -1.0 Phenylalanyl-Aspartate <--> 1.0 aspartate + 1.0 phenylalanine,[],NA,
PHEGLNPHEr,-2.0 H2O + -1.0 Phenylalanyl-Glutaminyl-Phenylalanine <--> 1.0 glutamine + 2.0 phenylalanine,[],NA,
PHELEUr,-1.0 H2O + -1.0 Phenylalanyl-Leucine <--> 1.0 leucine + 1.0 phenylalanine,[],NA,
PHELEUASPr,-2.0 H2O + -1.0 Phenylalanyl-Leucyl-Aspartate <--> 1.0 aspartate + 1.0 leucine + 1.0 phenylalanine,[],NA,
PHELEUHISr,-2.0 H2O + -1.0 Phenylalanyl-Leucyl-Histidine <--> 1.0 histidine + 1.0 leucine + 1.0 phenylalanine,[],NA,
PHELYSALAr,-2.0 H2O + -1.0 Phenylalanyl-Lysyl-Alanine <--> 1.0 alanine + 1.0 lysine + 1.0 phenylalanine,[],NA,
PHELYSPROr,-2.0 H2O + -1.0 Phenylalanyl-Lysyl-Proline <--> 1.0 lysine + 1.0 phenylalanine + 1.0 proline,[],NA,
PHEPHEr,-1.0 H2O + -1.0 Phenylalanyl-Phenylalanine <--> 2.0 phenylalanine,[],NA,
PHEPHEASNr,-2.0 H2O + -1.0 Phenylalanyl-Phenylalaninyl-Asparagine <--> 1.0 asparagine + 2.0 phenylalanine,[],NA,
PHEPHETHRr,-2.0 H2O + -1.0 Phenylalanyl-Phenylalaninyl-Threonine <--> 2.0 phenylalanine + 1.0 threonine,[],NA,
PHEPROARGr,-2.0 H2O + -1.0 Phenylalanyl-Prolyl-Arginine <--> 1.0 arginine + 1.0 phenylalanine + 1.0 proline,[],NA,
PHESERTRPr,-2.0 H2O + -1.0 Phenylalanyl-Seryl-Tryptophan <--> 1.0 phenylalanine + 1.0 serine + 1.0 tryptophan,[],NA,
PHETHRLYSr,-2.0 H2O + -1.0 Phenylalanyl-Threonyl-Lysine <--> 1.0 lysine + 1.0 phenylalanine + 1.0 threonine,[],NA,
PHETRPLEUr,-2.0 H2O + -1.0 Phenylalanyl-Tryptophanyl-Leucine <--> 1.0 leucine + 1.0 phenylalanine + 1.0 tryptophan,[],NA,
PHETYRr,-1.0 H2O + -1.0 Phenylalanyl-Tyrosine <--> 1.0 phenylalanine + 1.0 tyrosine,[],NA,
PHETYRGLNr,-2.0 H2O + -1.0 Phenylalanyl-Tyrosinyl-Glutamine <--> 1.0 glutamine + 1.0 phenylalanine + 1.0 tyrosine,[],NA,
PHETYRLYSr,-2.0 H2O + -1.0 Phenylalanyl-Tyrosinyl-Lysine <--> 1.0 lysine + 1.0 phenylalanine + 1.0 tyrosine,[],NA,
PROARGASPr,-2.0 H2O + -1.0 Prolyl-Arginyl-Aspartate <--> 1.0 arginine + 1.0 aspartate + 1.0 proline,[],NA,
PROARGCYSr,-2.0 H2O + -1.0 Prolyl-Arginyl-Cysteine <--> 1.0 arginine + 1.0 cysteine + 1.0 proline,[],NA,
PROASNCYSr,-2.0 H2O + -1.0 Prolyl-Asparaginyl-Cysteine <--> 1.0 asparagine + 1.0 cysteine + 1.0 proline,[],NA,
PROCYSr,-1.0 H2O + -1.0 Prolyl-Cysteine <--> 1.0 cysteine + 1.0 proline,[],NA,
PROGLNPROr,-2.0 H2O + -1.0 Prolyl-Glutaminyl-Proline <--> 1.0 glutamine + 2.0 proline,[],NA,
PROGLULYSr,-2.0 H2O + -1.0 Prolyl-Glutamatsyl-Lysine <--> 1.0 glutamate + 1.0 lysine + 1.0 proline,[],NA,
PROHISr,-1.0 H2O + -1.0 Prolyl-Histidine <--> 1.0 histidine + 1.0 proline,[],NA,
PROHISTYRr,-2.0 H2O + -1.0 Prolyl-Histidyl-Tyrosine <--> 1.0 H+ + 1.0 histidine + 1.0 proline + 1.0 tyrosine,[],NA,
PROLEUARGr,-2.0 H2O + -1.0 Prolyl-Leucyl-Arginine <--> 1.0 arginine + 1.0 leucine + 1.0 proline,[],NA,
PROLYSPROr,-2.0 H2O + -1.0 Prolyl-Lysyl-Proline <--> 1.0 lysine + 2.0 proline,[],NA,
PROPHEr,-1.0 H2O + -1.0 Prolyl-Phenylalanine <--> 1.0 phenylalanine + 1.0 proline,[],NA,
PROPROARGr,-2.0 H2O + -1.0 Prolyl-Prolyl-Arginine <--> 1.0 arginine + 2.0 proline,[],NA,
PROPROPROr,-2.0 H2O + -1.0 Prolyl-Prolyl-Proline <--> 3.0 proline,[],NA,
PROTRPLYSr,-2.0 H2O + -1.0 Prolyl-Tryptophanyl-Lysine <--> 1.0 lysine + 1.0 proline + 1.0 tryptophan,[],NA,
PROTRPTHRr,-2.0 H2O + -1.0 Prolyl-Tryptophanyl-Threonine <--> 1.0 proline + 1.0 threonine + 1.0 tryptophan,[],NA,
PROVALGLNr,-2.0 H2O + -1.0 Prolyl-Valyl-Glutamine <--> 1.0 glutamine + 1.0 proline + 1.0 valine,[],NA,
SERARGALAr,-2.0 H2O + -1.0 Seryl-Arginyl-Alanine <--> 1.0 alanine + 1.0 arginine + 1.0 serine,[],NA,
SERARGTRPr,-2.0 H2O + -1.0 Seryl-Arginyl-Tryptophan <--> 1.0 arginine + 1.0 serine + 1.0 tryptophan,[],NA,
SERCYSARGr,-2.0 H2O + -1.0 Seryl-Cysteinyl-Arginine <--> 1.0 arginine + 1.0 cysteine + 1.0 serine,[],NA,
SERGLYGLUr,-2.0 H2O + -1.0 Seryl-Glycyl-Glutamate <--> 1.0 glutamate + 1.0 glycine + 1.0 serine,[],NA,
SERLYSHISr,-2.0 H2O + -1.0 Seryl-Lysyl-Histidine <--> 1.0 histidine + 1.0 lysine + 1.0 serine,[],NA,
SERPHELYSr,-2.0 H2O + -1.0 Seryl-Phenylalanyl-Lysine <--> 1.0 lysine + 1.0 phenylalanine + 1.0 serine,[],NA,
SERTRPHISr,-2.0 H2O + -1.0 Seryl-Tryptophanyl-Histidine <--> 1.0 histidine + 1.0 serine + 1.0 tryptophan,[],NA,
THRARGTYRr,-2.0 H2O + -1.0 Threonyl-Arginyl-Tyrosine <--> 1.0 arginine + 1.0 threonine + 1.0 tyrosine,[],NA,
THRASNTYRr,-2.0 H2O + -1.0 Threonyl-Asparaginyl-Tyrosine <--> 1.0 asparagine + 1.0 threonine + 1.0 tyrosine,[],NA,
THRGLNGLUr,-2.0 H2O + -1.0 Threonyl-Glutaminyl-Glutamate <--> 1.0 glutamate + 1.0 glutamine + 1.0 threonine,[],NA,
THRGLNTYRr,-2.0 H2O + -1.0 Threonyl-Glutaminyl-Tyrosine <--> 1.0 glutamine + 1.0 threonine + 1.0 tyrosine,[],NA,
THRHISHISr,-2.0 H2O + -1.0 Threonyl-Histidinyl-Histidine <--> 2.0 histidine + 1.0 threonine,[],NA,
THRILEARGr,-2.0 H2O + -1.0 Threonyl-Isoleucyl-Arginine <--> 1.0 arginine + 1.0 isoleucine + 1.0 threonine,[],NA,
THRMETARGr,-2.0 H2O + -1.0 Threonyl-Methionyl-Arginine <--> 1.0 arginine + 1.0 methionine + 1.0 threonine,[],NA,
THRPHEARGr,-2.0 H2O + -1.0 Threonyl-Phenylalanyl-Arginine <--> 1.0 arginine + 1.0 phenylalanine + 1.0 threonine,[],NA,
THRSERARGr,-2.0 H2O + -1.0 Threonyl-Seryl-Arginine <--> 1.0 arginine + 1.0 serine + 1.0 threonine,[],NA,
THRTHRARGr,-2.0 H2O + -1.0 Threonyl-Threonyl-Arginine <--> 1.0 arginine + 2.0 threonine,[],NA,
THRTYRMETr,-2.0 H2O + -1.0 Threonyl-Tyrosyl-Methionine <--> 1.0 methionine + 1.0 threonine + 1.0 tyrosine,[],NA,
TRPALAPROr,-2.0 H2O + -1.0 Tryptophanyl-Alanyl-Proline <--> 1.0 alanine + 1.0 proline + 1.0 tryptophan,[],NA,
TRPARGALAr,-2.0 H2O + -1.0 Tryptophanyl-Arginyl-Alanine <--> 1.0 alanine + 1.0 arginine + 1.0 tryptophan,[],NA,
TRPASPASPr,-2.0 H2O + -1.0 Tryptophanyl-Aspartyl-Aspartate <--> 2.0 aspartate + 1.0 tryptophan,[],NA,
TRPGLNGLNr,-2.0 H2O + -1.0 Tryptophanyl-Glutaminyl-Glutamine <--> 2.0 glutamine + 1.0 tryptophan,[],NA,
TRPGLUGLYr,-2.0 H2O + -1.0 Tryptophanyl-Glutamyl-Glycine <--> 1.0 glutamate + 1.0 glycine + 1.0 tryptophan,[],NA,
TRPGLULEUr,-2.0 H2O + -1.0 Tryptophanyl-Glutamyl-Leucine <--> 1.0 glutamate + 1.0 leucine + 1.0 tryptophan,[],NA,
TRPGLUPROr,-2.0 H2O + -1.0 Tryptophanyl-Glutamyl-Proline <--> 1.0 glutamate + 1.0 proline + 1.0 tryptophan,[],NA,
TRPGLUTYRr,-2.0 H2O + -1.0 Tryptophanyl-Glutamyl-Tyrosine <--> 1.0 glutamate + 1.0 tryptophan + 1.0 tyrosine,[],NA,
TRPGLYLEUr,-1.0 tryptophan + -1.0 Glycylleucine <--> 1.0 H2O + 1.0 Tryptophanyl-Glycyl-Leucine,[],NA,
TRPGLYPHEr,-1.0 tryptophan + -1.0 Glycyl-Phenylalanine <--> 1.0 H2O + 1.0 Tryptophanyl-Glycyl-Phenylalanine,[],NA,
TRPGLYVALr,-2.0 H2O + -1.0 Tryptophanyl-Glycyl-Valine <--> 1.0 glycine + 1.0 tryptophan + 1.0 valine,[],NA,
TRPHISMETr,-2.0 H2O + -1.0 Tryptophanyl-Histidyl-Methionine <--> 1.0 histidine + 1.0 methionine + 1.0 tryptophan,[],NA,
TRPILELYSr,-2.0 H2O + -1.0 Tryptophanyl-Isoleucyl-Lysine <--> 1.0 isoleucine + 1.0 lysine + 1.0 tryptophan,[],NA,
TRPILETRPr,-2.0 H2O + -1.0 Tryptophanyl-Isoleucyl-Tryptophan <--> 1.0 isoleucine + 2.0 tryptophan,[],NA,
TRPLEUVALr,-2.0 H2O + -1.0 Tryptophanyl-Leucyl-Valine <--> 1.0 leucine + 1.0 tryptophan + 1.0 valine,[],NA,
TRPLYSr,-1.0 H2O + -1.0 Tryptophanyl-Lysine <--> 1.0 lysine + 1.0 tryptophan,[],NA,
TRPMETARGr,-2.0 H2O + -1.0 Tryptophanyl-Methionyl-Arginine <--> 1.0 arginine + 1.0 methionine + 1.0 tryptophan,[],NA,
TRPMETVALr,-2.0 H2O + -1.0 Tryptophanyl-Methionyl-Valine <--> 1.0 methionine + 1.0 tryptophan + 1.0 valine,[],NA,
TRPPHEr,-1.0 H2O + -1.0 Tryptophanyl-Phenylalanine <--> 1.0 phenylalanine + 1.0 tryptophan,[],NA,
TRPPROGLYr,-1.0 tryptophan + -1.0 L-Prolinylglycine <--> 1.0 H+ + 1.0 H2O + 1.0 Tryptophanyl-Prolyl-Glycine,[],NA,
TRPPROLEUr,-2.0 H2O + -1.0 Tryptophanyl-Prolyl-Leucine <--> 1.0 leucine + 1.0 proline + 1.0 tryptophan,[],NA,
TRPPROVALr,-2.0 H2O + -1.0 Tryptophanyl-Prolyl-Valine <--> 1.0 proline + 1.0 tryptophan + 1.0 valine,[],NA,
TRPSERTYRr,-2.0 H2O + -1.0 Tryptophanyl-Seryl-Tyrosine <--> 1.0 serine + 1.0 tryptophan + 1.0 tyrosine,[],NA,
TRPTHRGLUr,-2.0 H2O + -1.0 Tryptophanyl-Threonyl-Glutamate <--> 1.0 glutamate + 1.0 threonine + 1.0 tryptophan,[],NA,
TRPTHRILEr,-2.0 H2O + -1.0 Tryptophanyl-Threonyl-Isoleucine <--> 1.0 isoleucine + 1.0 threonine + 1.0 tryptophan,[],NA,
TRPTHRTYRr,-2.0 H2O + -1.0 Tryptophanyl-Threonyl-Tyrosine <--> 1.0 threonine + 1.0 tryptophan + 1.0 tyrosine,[],NA,
TRPTYRGLNr,-2.0 H2O + -1.0 Tryptophanyl-Tyrosyl-Glutamine <--> 1.0 glutamine + 1.0 tryptophan + 1.0 tyrosine,[],NA,
TRPTYRTYRr,-2.0 H2O + -1.0 Tryptophanyl-Tyrosyl-Tyrosine <--> 1.0 tryptophan + 2.0 tyrosine,[],NA,
TRPVALASPr,-2.0 H2O + -1.0 Tryptophanyl-Valyl-Aspartate <--> 1.0 aspartate + 1.0 tryptophan + 1.0 valine,[],NA,
TYRALAr,-1.0 H2O + -1.0 Tyrosyl-Alanine <--> 1.0 alanine + 1.0 tyrosine,[],NA,
TYRALAPHEr,-2.0 H2O + -1.0 Tyrosyl-Alaninyl-Phenylalanine <--> 1.0 alanine + 1.0 phenylalanine + 1.0 tyrosine,[],NA,
TYRARGGLUr,-2.0 H2O + -1.0 Tyrosyl-Arginyl-Glutamate <--> 1.0 arginine + 1.0 glutamate + 1.0 tyrosine,[],NA,
TYRARGSERr,-2.0 H2O + -1.0 Tyrosyl-Arginyl-Serine <--> 1.0 arginine + 1.0 serine + 1.0 tyrosine,[],NA,
TYRASPARGr,-2.0 H2O + -1.0 Tyrosyl-Aspartyl-Arginine <--> 1.0 arginine + 1.0 aspartate + 1.0 tyrosine,[],NA,
TYRCYSGLYr,-2.0 H2O + -1.0 Tyrosyl-Cysteinyl-Glycine <--> 1.0 cysteine + 1.0 glycine + 1.0 tyrosine,[],NA,
TYRCYSTHRr,-2.0 H2O + -1.0 Tyrosyl-Cysteinyl-Threonine <--> 1.0 cysteine + 1.0 threonine + 1.0 tyrosine,[],NA,
TYRGLUr,-1.0 H2O + -1.0 Tyrosyl-Glutamate <--> 1.0 glutamate + 1.0 tyrosine,[],NA,
TYRLEUARGr,-2.0 H2O + -1.0 Tyrosyl-Leucyl-Arginine <--> 1.0 arginine + 1.0 leucine + 1.0 tyrosine,[],NA,
TYRPHETYRr,-2.0 H2O + -1.0 Tyrosyl-Phenylalanyl-Tyrosine <--> 1.0 phenylalanine + 2.0 tyrosine,[],NA,
TYRTHRr,-1.0 H2O + -1.0 Tyrosyl-Threonine <--> 1.0 threonine + 1.0 tyrosine,[],NA,
TYRTRPPHEr,-2.0 H2O + -1.0 Tyrosyl-Tryptophanyl-Phenylalanine <--> 1.0 phenylalanine + 1.0 tryptophan + 1.0 tyrosine,[],NA,
TYRTYRr,-1.0 H2O + -1.0 Tyrosyl-Tyrosine <--> 2.0 tyrosine,[],NA,
TYRVALMETr,-2.0 H2O + -1.0 Tyrosyl-Valyl-Methionine <--> 1.0 methionine + 1.0 tyrosine + 1.0 valine,[],NA,
VALARGGLYr,-2.0 H2O + -1.0 Valyl-Arginyl-Glycine <--> 1.0 arginine + 1.0 glycine + 1.0 valine,[],NA,
VALHISASNr,-2.0 H2O + -1.0 Valyl-Histidyl-Asparagine <--> 1.0 asparagine + 1.0 histidine + 1.0 valine,[],NA,
VALLEUPHEr,-2.0 H2O + -1.0 Valyl-Leucyl-Phenylalanine <--> 1.0 leucine + 1.0 phenylalanine + 1.0 valine,[],NA,
VALLYSTYRr,-2.0 H2O + -1.0 Valyl-Lysyl-Tyrosine <--> 1.0 lysine + 1.0 tyrosine + 1.0 valine,[],NA,
VALPHEARGr,-2.0 H2O + -1.0 Valyl-Phenylalanyl-Arginine <--> 1.0 arginine + 1.0 phenylalanine + 1.0 valine,[],NA,
VALPROTRPr,-2.0 H2O + -1.0 Valyl-Prolyl-Tryptophan <--> 1.0 proline + 1.0 tryptophan + 1.0 valine,[],NA,
VALSERARGr,-2.0 H2O + -1.0 Valyl-Seryl-Arginine <--> 1.0 arginine + 1.0 serine + 1.0 valine,[],NA,
VALTRPPHEr,-2.0 H2O + -1.0 Valyl-Tryptophanyl-Phenylalanine <--> 1.0 phenylalanine + 1.0 tryptophan + 1.0 valine,[],NA,
VALTRPVALr,-2.0 H2O + -1.0 Valyl-Tryptophanyl-Valine <--> 1.0 tryptophan + 2.0 valine,[],NA,
VALVALr,-1.0 H2O + -1.0 Valyl-Valine <--> 2.0 valine,[],NA,
TRPGLYASPr,-2.0 H2O + -1.0 Tryptophanyl-Glycyl-Aspartate <--> 1.0 aspartate + 1.0 glycine + 1.0 tryptophan,[],NA,
HOMOVALte, <--> 1.0 AKG + 1.0 homovanillate,['S22A8_HUMAN'],NA,Q8TCC7
TYMc,-1.0 H+ + -1.0 NADPH + -1.0 O2 + -1.0 phenethylamine --> 1.0 H2O + 1.0 NADP+ + 1.0 tyramine,[],NA,
DOPAc,-1.0 H+ + -1.0 NADPH + -1.0 O2 + -1.0 tyramine --> 1.0 dopamine + 1.0 H2O + 1.0 NADP+,[],NA,
PCHOL2PALM_HSte, <--> 1.0 2-Palmitoylglycerophosphocholine,[],NA,
XOLEST183te," <--> 1.0 1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)",[],NA,
XOLEST182_HSte," <--> 1.0 1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12)",[],NA,
XOLEST181_HSte," <--> 1.0 1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11)",[],NA,
XOLEST205_HSte," <--> 1.0 1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5,8,11,14,17)",[],NA,
XOLEST204_HSte," <--> 1.0 Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5,8,11,14)",[],NA,
XOLEST226_HSte," <--> 1.0 Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4,7,10,13,16,19)",[],NA,
PE224_HSte," <--> 1.0 1-Docosatetraenoyglycerophosphoethanolamine (22:4, Delta 7, 10, 13, 16)",[],NA,
PCHOLN261_HSte, <--> 1.0 Lysopc A C26:1 (Delta 5),[],NA,
PCHOLN281_HSte, <--> 1.0 Lysopc A C28:1 (Delta 5),[],NA,
PCHOLN28_HSte, <--> 1.0 Lysopc A C28:0,[],NA,
3BCRNtr, <--> 1.0 3-Hydroxy Butyryl Carnitine,[],NA,
3DDCRNtr, <--> 1.0 3-Hydroxydodecanoylcarnitine,[],NA,
3DECCRNtr, <--> 1.0 3-Hydroxydecanoylcarnitine,[],NA,
3HDECECRNtr, <--> 1.0 3-Hydroxyhexadecenoylcarnitine,[],NA,
3HEXDCRNtr, <--> 1.0 3-Hydroxyhexadecanoylcarnitine,[],NA,
3IVCRNtr, <--> 1.0 3-Hydroxy-Isovaleryl Carnitine,[],NA,
3OCTDEC2CRNtr, <--> 1.0 3-Hydroxyoctadecadienoylcarnitine,[],NA,
3OCTDECCRNtr, <--> 1.0 3-Hydroxyoctadecanoyl Carnitine,[],NA,
3OCTDECE1CRNtr, <--> 1.0 3-Hydroxy-Octadecenoyl Carnitine,[],NA,
3TDCRNtr, <--> 1.0 3-Hydroxy-Tetradecanoyl Carnitine,[],NA,
3TETD7ECOACRNtr, <--> 1.0 3-Hydroxy Tetradecenoyl-7-Carnitine,[],NA,
3THEXDDCOACRNtr," <--> 1.0 3-Hydroxy Trans7,10-Hexadecadienoyl Carnitine",[],NA,
3TTETDDCOACRNtr," <--> 1.0 3-Hydroxy Trans5,8Tetradecadienoyl Carnitine",[],NA,
ACRNtr, <--> 1.0 O-acetylcarnitine,[],NA,
C101CRNtr, <--> 1.0 Decenoyl Carnitine,[],NA,
C10CRNtr, <--> 1.0 Decanoyl Carnitine,[],NA,
C10DCtr, <--> 1.0 Sebacoyl Carnitine,[],NA,
C12DCtr, <--> 1.0 Dodecanedioyl Carnitine,[],NA,
C16DCtr, <--> 1.0 Hexadecanedioic Acid Mono-L-Carnitine Ester,[],NA,
C3DCtr, <--> 1.0 Malonyl Carnitine,[],NA,
C4CRNtr, <--> 1.0 O-butanoylcarnitine,[],NA,
C4DCtr, <--> 1.0 Succinyl Carnitine,[],NA,
C51CRNtr, <--> 1.0 Tiglyl Carnitine,[],NA,
C5DCtr, <--> 1.0 Glutaryl Carnitine,[],NA,
C6CRNtr, <--> 1.0 Hexanoyl Carnitine,[],NA,
C6DCtr, <--> 1.0 Adipoyl Carnitine,[],NA,
C81CRNtr, <--> 1.0 Octenoyl Carnitine,[],NA,
C8CRNtr, <--> 1.0 L-octanoylcarnitine,[],NA,
C8DCtr, <--> 1.0 Suberyl Carnitine,[],NA,
DDECCRNtr, <--> 1.0 Lauroyl Carnitine,[],NA,
DDECE1CRNtr, <--> 1.0 Dodecenoyl Carnitine,[],NA,
DECDICRNtr, <--> 1.0 Decadienoyl Carnitine,[],NA,
ELAIDCRNtr, <--> 1.0 (9E)-octadecenoylcarnitine,[],NA,
HDCECRNtr, <--> 1.0 palmitoleoyl-carnitine,[],NA,
IVCRNtr, <--> 1.0 Isovaleryl Carnitine,[],NA,
LNELDCCRNtr," <--> 1.0 (6Z,9Z)-octadecadienoylcarnitine",[],NA,
LNLCCRNtr, <--> 1.0 linoleic-carnitine,[],NA,
ODECRNtr, <--> 1.0 octadecenoylcarnitine(5),[],NA,
PCRNtr, <--> 1.0 O-propanoylcarnitine,[],NA,
PMTCRNtr, <--> 1.0 L-palmitoylcarnitine,[],NA,
STCRNtr, <--> 1.0 stearoylcarnitine,[],NA,
TETDEC2CRntr, <--> 1.0 Tetradecadienoyl Carnitine,[],NA,
TETDECE1CRNtr, <--> 1.0 Tetradecenoyl Carnitine,[],NA,
TTDCRNtr, <--> 1.0 tetradecenoylcarnitine(5),[],NA,
EX_sphmyln_hs[e],-1.0 SM pool <--> ,[],NA,
XOLEST183tl," <--> 1.0 1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)",[],NA,
XOLEST182tl," <--> 1.0 1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12)",[],NA,
XOLEST181tl," <--> 1.0 1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11)",[],NA,
XOLEST205tl," <--> 1.0 1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5,8,11,14,17)",[],NA,
XOLEST204tl," <--> 1.0 Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5,8,11,14)",[],NA,
XOLEST226tl," <--> 1.0 Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4,7,10,13,16,19)",[],NA,
BGLYtm, <--> 1.0 hippurate,[],NA,
PHEACGLYtm, <--> 1.0 Phenylacetylglycine,[],NA,
HXAt1, <--> 1.0 Hexanoate (N-C6:0),[],NA,
HXAt2, <--> 1.0 Hexanoate (N-C6:0),[],NA,
HXAt3, <--> 1.0 Hexanoate (N-C6:0),[],NA,
EX_hxa[e],-1.0 Hexanoate (N-C6:0) <--> ,[],NA,
TTDCEAc,-1.0 H2O + -1.0 Tetradecenoyl Coenzyme A (N-C14:1) --> 1.0 (9E)-tetradecenoic acid + 1.0 CoA + 1.0 H+,['ACOT1_HUMAN'],NA,Q86TX2
PACCOALm,-1.0 ATP + -1.0 CoA + -1.0 phenylacetate --> 1.0 AMP + 1.0 PPi + 1.0 phenylacetyl-CoA,[],NA,
PACALDtm, <--> 1.0 phenylacetaldehyde,[],NA,
BZtm, <--> 1.0 benzoate,[],NA,
GNCORE1te," <--> 1.0 glcnac-alpha-1,4-core 1",[],NA,
LHCYSTIN,-2.0 GSH + -1.0 L-Homocystine <--> 1.0 GSSG + 2.0 homocysteine,[],NA,
LHCYSTINt, <--> 1.0 L-Homocystine,[],NA,
EX_Lhcystin[e],-1.0 L-Homocystine <--> ,[],NA,
PA_HStm, <--> 1.0 phosphatidate-LD-TAG pool,[],3.2.1.18,
r2514e, <--> 1.0 L-carnitine + 1.0 palmitolate,[],2.7.8.27,
r2514m, <--> 1.0 L-carnitine + 1.0 palmitolate,[],2.7.1.91,
FAS180,-3.0 H+ + -1.0 malonyl-CoA + -2.0 NADPH + -1.0 palmitate --> 1.0 CO2 + 1.0 CoA + 1.0 H2O + 2.0 NADP+ + 1.0 stearate,[],2.7.1.91,
3MOXTYRESSte,-2.0 ATP + -2.0 H2O --> 3.0 3-methoxytyramine + 2.0 ADP + 2.0 H+ + 2.0 Pi,[],NA,
5AOPt2, --> 1.0 H+ + 1.0 5-aminolevulinate,[],NA,
ACNAMt2, --> 1.0 H+ + 1.0 N-acetylneuraminate,[],3.1.4.12,
BANDMT,"-1.0 SAM + -1.0 Band Membrane Protein (Universal, Erythrocyte --> 2.1,3,4.1) <--> 1.0 H+ + 1.0 SAH + 1.0 Band Membrane Protein (Methylated, Universal, Erythrocyte -> 2.1,3,4.1)",[],NA,
C181CPT2rbc,-1.0 CoA + -1.0 octadecenoylcarnitine(5) <--> 1.0 L-carnitine + 1.0 oleoyl-CoA,[],NA,
CA2t, <--> 1.0 Ca2+,[],NA,
DKMPPD2,"-1.0 O2 + -1.0 1,2-Dihydroxy-5-(Methylthio)Pent-1-En-3-One --> 1.0 4-methylthio-2-oxobutanoic acid + 1.0 formate + 1.0 H+",[],NA,
DKMPPD3,"-1.0 2,3-diketo-5-methylthiopentyl-1-phosphate + -1.0 H2O --> 1.0 H+ + 1.0 Pi + 1.0 1,2-Dihydroxy-5-(Methylthio)Pent-1-En-3-One",[],NA,
